dwell_0,dwell_1,dwell_2,dwell_3,dwell_4,dwell_5,dwell_6,dwell_7,dwell_8,dwell_9,user_id
111.96205506906429,63.47740561163008,105.30031736495398,153.12778696959816,100.3865942127274,65.49653458375522,64.40138308315707,71.28724742818675,97.97030201925466,81.63942011432005,0
80.27832280638694,104.45503265812164,81.92782958483843,89.57316779636889,106.50631278677915,78.04923704850103,81.12775951592958,91.99355899540916,103.94188684192322,88.78264443835265,0
97.63381553921099,131.50226673361178,125.16175275368207,111.26366767127598,92.58023340458858,133.49892503908046,64.83261294383263,91.56823556436575,110.3772942403813,95.19935261872605,0
103.19831309186944,104.35346736265808,106.72090682841333,97.08466257526885,41.773682801584556,81.06401987874018,125.88419582482402,71.44413936576683,114.87048312209072,94.12874125362724,0
153.39970020364547,108.85954739585742,95.4544242301723,101.12516540590269,101.25936166929623,103.40661182251061,86.1838886972599,90.75738274307837,119.13925955878948,101.8846931484035,0
114.00212287646994,82.0304684103117,102.95122613964124,141.02689575358912,133.93240487623459,74.23253932154638,67.9836961474177,101.02856641516203,123.73584645219228,67.27841229900457,0
73.00734607135179,82.78855038525089,72.59761827406489,86.58164143688217,101.18295163572685,113.6209847212524,91.32300422699313,92.72037775728565,69.0995871941331,104.02492185220206,0
120.38995465604455,91.23239533098587,131.33607738542793,133.9830029678451,82.24562523533052,86.72475518780821,94.25285089605103,111.21638846656552,117.20670319643784,117.53703850519244,0
114.79051808942879,109.03507040278998,127.7150198979281,84.55076676067993,96.16190600318741,85.35006923664393,131.8773807221724,141.09068788673608,78.4247461580101,94.55556832922312,0
101.09872666054326,125.68830109332036,70.30154955257345,133.27976104419218,89.63225218473733,66.98795976725705,80.42096972530234,99.89113616105003,122.52834013194568,99.9532534890457,0
85.28408949126793,110.21238955889316,109.78409748902996,68.87685054084784,123.36085775310758,120.75958537369736,90.53403188527165,74.18548057859802,138.5137198144248,122.9086746553978,0
84.9379042186597,111.04390278245872,99.49246630463297,135.0911466958027,98.9411502511307,89.10410845117994,108.00662640673374,122.4428740448053,109.63324521961273,98.69650810753274,0
